电影戏剧4gtv,#genre#
民视第一[1080p],https://stream1.freetv.fun/min-shi-di-yi-1.m3u8
凤凰中文[720p],https://stream1.freetv.fun/feng-huang-zhong-wen-18.m3u8
TVB无线新闻[1080p],https://cdn.iptv8k.top/dl/jspd.php?id=2&time=20240926215313&ip=111.229.253.40
TVB无线新闻[1080p],http://php.jdshipin.com/TVOD/iptv.php?id=tvbxw
美亚电影[720p],https://stream1.freetv.fun/mei-ya-dian-ying-2.ctv
东森综合[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=221&time=20240926215313&ip=111.229.253.40
三立新闻[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=273&time=20240926215313&ip=111.229.253.40
电影迷小雅[720p],http://huanqiuzhibo.cn/manifest/douyu.php?id=9639225
爱星影视[720p],http://huanqiuzhibo.cn/manifest/douyu.php?id=9476806
纬来体育[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=292&amp;amp;time=20240926215313&amp;amp;ip=111.229.253.40
天映[540p],http://php.jdshipin.com:8880/smt.php?id=Celestial
中视[1080p],https://stream1.freetv.fun/zhong-shi-18.m3u8
台视新闻[1080p],https://stream1.freetv.fun/tai-shi-xin-wen-4.m3u8
影迷数位电影[1080p],https://stream1.freetv.fun/ying-mi-shu-wei-dian-ying-2.m3u8
靖天戏剧[1080p],https://stream1.freetv.fun/jing-tian-xi-ju-14.m3u8
靖天日本[1080p],https://stream1.freetv.fun/jing-tian-ri-ben-9.m3u8
靖天育乐[1080p],https://stream1.freetv.fun/jing-tian-yu-le-12.m3u8
纬来体育[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=291&time=20240926215313&ip=111.229.253.40
芳芳说故事[720p],http://huanqiuzhibo.cn/manifest/douyu.php?id=9401905
开箱嘤嘤怪[720p],http://huanqiuzhibo.cn/manifest/douyu.php?id=10319056
无线新闻台源2[1080p],http://php.jdshipin.com/TVOD/iptv.php?id=wxxwt
中视[1080p],https://stream1.freetv.fun/zhong-shi-20.m3u8
台视财经[1080p],https://stream1.freetv.fun/tai-shi-cai-jing-1.m3u8
靖天日本[1080p],https://stream1.freetv.fun/jing-tian-ri-ben-7.m3u8
翡翠台[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=3&time=20240926215313&ip=111.229.253.40
纬来体育[1080p],https://cdn.iptv8k.top/dl/jrys.php?id=292&amp;time=20240926215313&amp;ip=111.229.253.40
TVB千禧经典[540p],http://php.jdshipin.com/smt.php?id=Tvbclassic
靖天戏剧[1080p],https://stream1.freetv.fun/jing-tian-xi-ju-13.m3u8
番薯111[1080p],http://61.216.67.119:1935/TWHG/E1/playlist.m3u8
中视新闻[1080p],https://stream1.freetv.fun/zhong-shi-xin-wen-4.m3u8
天映[540p],http://smt.veryfast.filegear-sg.me/smt3.2.1.php?id=Celestial
靖天综合[1080p],https://stream1.freetv.fun/jing-tian-zong-he-1.m3u8
