更新时间,#genre#
20260101-18-35-00,url


RespoTime,whitelist,#genre#
353.74ms,CCTV风云音乐,http://58.46.68.236:8188/udp/239.76.254.51:9000
353.77ms,深圳卫视,http://125.42.150.196:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
353.78ms,东南卫视,http://114.254.37.254:18888/rtp/239.3.1.156:8148
353.89ms,河南卫视,http://home.yulei.online:9999/udp/226.0.2.195:9472
354.01ms,CCTV16-奥林匹克,http://www.douzhicloud.site:35455/gaoma/cctv16.m3u8
354.04ms,深圳卫视,http://114.100.195.41:4022/rtp/238.1.78.156:7120
354.08ms,辽宁卫视,http://36.129.58.53:8008/paiptv/LNWS.m3u8
354.12ms,CCTV4-中文国际,http://60.2.190.206:4000/udp/239.253.93.193:6371
354.18ms,1997年春晚,https://txmov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxNTJfMF8z_b_Bd841eae10ab1c9955ef55fbedfae6c45.mp4
354.18ms,河北卫视,http://59.35.185.47:8188/udp/239.77.1.214:5146
354.23ms,湖南电影,http://220.169.100.41:10087/udp/239.76.245.119:1234
354.25ms,CCTV兵器科技,http://59.35.185.47:8188/udp/239.253.43.9:5146
354.28ms,辽宁卫视,http://60.2.190.206:4000/udp/239.253.92.115:6056
354.30ms,安徽卫视,http://183.162.205.235:4022/rtp/238.1.78.150:7072
354.38ms,辽宁卫视,http://111.113.88.146:2000/rtp/239.121.4.163:8962
354.49ms,黑龙江卫视,http://home.yulei.online:9999/udp/226.0.2.48:8296
354.52ms,辽宁卫视,http://121.231.100.196:8095/rtp/239.49.1.35:6000
354.66ms,CCTV央视文化精品,http://27.191.202.133:19999/rtp/239.254.201.229:7260
354.74ms,辽宁影视剧,http://36.129.58.53:8008/paiptv/LNYSJ.m3u8
355.09ms,四川卫视,http://220.169.100.41:10087/udp/239.76.253.91:9000
355.13ms,辽宁卫视,http://218.92.37.174:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
355.13ms,CCTV3-综艺,http://218.3.138.25:1111/tsfile/live/1002_1.m3u8
355.17ms,CCTV4-中文国际,http://60.2.190.206:4000/udp/239.253.93.192:6370
355.21ms,湖南都市,http://220.169.100.41:10087/udp/239.76.245.117:1234
355.22ms,CCTV16,http://223.145.224.76:8000/udp/239.76.254.200:9000
355.26ms,东方卫视,http://218.3.138.25:1111/tsfile/live/1020_1.m3u8?key=txiptv&playlive=1&authid=0
355.28ms,茶频道,http://114.100.195.41:4022/rtp/238.1.79.30:4352
355.34ms,睛彩篮球,http://114.254.37.254:18888/rtp/239.3.1.126:8001
355.42ms,辽宁卫视,http://59.35.185.47:8188/udp/239.77.1.103:5146
355.43ms,江西卫视,http://home.yulei.online:9999/udp/226.0.2.198:9496
355.45ms,安阳新闻综合,http://221.13.235.234:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
355.49ms,CCTV15-音乐,http://113.25.252.226:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
355.50ms,吉林卫视,http://223.198.242.180:4000/rtp/239.253.64.57:5140
355.51ms,江苏卫视,http://218.13.170.98:9901/tsfile/live/1003_1.m3u8
355.52ms,CHC动作电影,http://220.169.100.41:10087/udp/239.76.245.243:1234
355.54ms,上海游戏风云,http://114.100.195.41:4022/rtp/238.1.78.81:6520
355.65ms,安徽卫视,http://220.169.100.41:10087/udp/239.76.252.196:9000
355.80ms,河南法治,http://221.13.234.7:9901/tsfile/live/1009_1.m3u8?key=txiptv&playlive=1&authid=0
355.81ms,浙江卫视,http://223.198.242.180:4000/rtp/239.253.64.206:5140
355.81ms,BBC,http://cdns.jp-primehome.com:8000/zhongying/live/playlist.m3u8?cid=cs15
356.01ms,山西卫视,http://153.0.171.163:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
356.08ms,甘肃卫视,http://58.57.40.22:9901/tsfile/live/1056_1.m3u8
356.18ms,海南卫视,http://220.169.100.41:10087/udp/239.76.253.203:9000
356.19ms,云南卫视,http://59.35.185.47:8188/udp/239.253.43.37:5146
356.23ms,北京财经频道,http://114.254.37.254:18888/rtp/239.3.1.116:8000
356.27ms,CCTV9-纪录,http://t.live.cntv.cn/m3u8/cctv400.m3u8
356.36ms,北京文艺频道,http://114.254.37.254:18888/rtp/239.3.1.242:8000
356.38ms,明珠台,http://grandprix2023.asuscomm.com:8892/bysid/2.m3u8
356.39ms,浙江卫视,http://218.3.138.25:1111/tsfile/live/1019_1.m3u8
356.48ms,山东教育卫视,http://27.191.202.133:19999/rtp/239.254.200.247:4120
356.52ms,NHK World,https://live.catvod.com/live.php?id=nhkworld_japan
356.56ms,东方卫视,http://222.169.85.8:9901/tsfile/live/0018_1.m3u8
356.58ms,湖南电影,http://58.46.68.236:8188/udp/239.76.252.119:9000
356.65ms,金鹰卡通,http://221.13.234.7:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
356.67ms,河南公共,http://221.13.235.234:9901/tsfile/live/1012_1.m3u8?key=txiptv&playlive=1&authid=0
356.75ms,河南卫视,http://223.198.242.180:4000/rtp/239.253.64.38:5140
356.77ms,人间卫视,http://111.43.126.240:9003/hls/66/index.m3u8
356.78ms,CCTV5-体育,http://61.136.172.236:9901/tsfile/live/0005_1.m3u8
356.82ms,广东卫视,http://58.46.68.236:8188/udp/239.76.252.189:9000
356.84ms,海南卫视,http://223.198.242.180:4000/rtp/239.253.64.253:5140
356.85ms,河南电视剧,http://221.13.234.7:9901/tsfile/live/1010_1.m3u8?key=txiptv&playlive=1&authid=0
356.86ms,湖北卫视,http://58.46.68.236:8188/udp/239.76.253.193:9000
356.89ms,湖南卫视,http://114.254.37.254:18888/rtp/239.3.1.132:8012
356.93ms,延庆电视台,http://114.254.37.254:18888/rtp/239.3.1.187:8001
356.96ms,河北卫视,http://223.198.242.180:4000/rtp/239.253.64.210:5140
356.96ms,内蒙古卫视,http://8.138.7.223/tv/nmgws.m3u8
357.00ms,华数爱上4K,http://114.254.37.254:18888/rtp/239.3.1.236:2000
357.00ms,CCTV4-中文国际,http://58.57.40.22:9901/tsfile/live/1003_1.m3u8
357.00ms,湖北卫视,http://220.169.100.41:10087/udp/239.76.253.193:9000
357.04ms,青海卫视,http://58.46.68.236:8188/udp/239.76.254.132:9000
357.04ms,江西卫视,http://153.0.171.163:9901/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
357.05ms,海南卫视,http://58.46.68.236:8188/udp/239.76.246.203:1234
357.13ms,东南卫视,http://223.198.242.180:4000/rtp/239.253.64.66:5140
357.13ms,CCTV3-综艺,http://58.57.40.22:9901/tsfile/live/1002_1.m3u8
357.14ms,天津卫视,http://223.198.242.180:4000/rtp/239.253.64.198:5140
357.14ms,河北卫视,http://113.15.109.216:59901/tsfile/live/0117_1.m3u8
357.16ms,广东卫视,http://223.198.242.180:4000/rtp/239.253.64.200:5140
357.17ms,厦门卫视,http://223.198.242.180:4000/rtp/239.253.64.179:5140
357.27ms,四川卫视,http://58.46.68.236:8188/udp/239.76.253.91:9000
357.27ms,陕西卫视,http://153.0.171.163:9901/tsfile/live/0136_1.m3u8?key=txiptv&playlive=1&authid=0
357.35ms,辽宁经济,http://36.129.58.53:8008/paiptv/LNJJ.m3u8
357.37ms,朝阳融媒,http://114.254.37.254:18888/rtp/239.3.1.163:8001
357.38ms,宁夏卫视,http://223.198.242.180:4000/rtp/239.253.64.89:5140
357.45ms,三沙卫视,http://58.46.68.236:8188/udp/239.76.253.74:9000
357.48ms,河南都市,http://221.13.234.7:9901/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
357.49ms,重庆卫视,http://223.198.242.180:4000/rtp/239.253.64.55:5140
357.64ms,CCTV5-体育,http://112.132.10.54:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
357.64ms,黑龙江卫视,https://s1.abntelevision.com/avivamientoabr/stream/avivamientohd/avivamientohd/chunks.m3u8
357.64ms,浙江卫视,http://153.0.171.163:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0
357.75ms,金鹰卡通,http://58.46.68.236:8188/udp/239.76.253.107:9000
357.85ms,河南卫视,http://153.0.171.163:9901/tsfile/live/0139_1.m3u8?key=txiptv&playlive=1&authid=0
357.92ms,快乐垂钓,http://220.176.218.76:9000/udp/239.252.220.177:5140
357.93ms,CCTV央视台球,http://58.46.68.236:8188/udp/239.76.254.58:9000
358.11ms,广西卫视,http://114.254.37.254:18888/rtp/239.3.1.39:8300
358.11ms,快乐垂钓,http://223.145.224.76:8000/udp/239.76.253.5:9000
358.12ms,CCTV世界地理,http://58.46.68.236:8188/udp/239.76.254.57:9000
358.12ms,江苏卫视,http://58.46.68.236:8188/udp/239.76.251.89:9000
358.13ms,云南卫视,http://223.198.242.180:4000/rtp/239.253.64.147:5140
358.13ms,CCTV2-财经,http://221.14.142.118:9003//hls/2/index.m3u8
358.17ms,黑龙江卫视,http://223.198.242.180:4000/rtp/239.253.64.205:5140
358.21ms,河北卫视,http://58.46.68.236:8188/udp/239.76.252.199:9000
358.23ms,重庆卫视,http://153.0.171.163:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
358.25ms,CCTV11-戏曲,http://221.14.142.118:9003//hls/11/index.m3u8
358.26ms,IPTV8+,http://223.198.242.180:4000/rtp/239.253.64.160:5140
358.27ms,CHC影迷电影,http://58.46.68.236:8188/udp/239.76.252.242:9000
358.27ms,天津卫视,http://111.43.126.240:9003/hls/46/index.m3u8
358.33ms,湖北卫视,http://153.0.171.163:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
358.43ms,CCTV9-纪录,http://www.douzhicloud.site:35455/gaoma/cctv9.m3u8
358.43ms,CCTV5+体育赛事,http://111.43.126.240:9003/hls/81/index.m3u8
358.45ms,CCTV15-音乐,http://221.14.142.118:9003//hls/15/index.m3u8
358.48ms,CCTV13-新闻,http://113.57.93.165:9900/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0
358.58ms,湖南娱乐,http://58.46.68.236:8188/udp/239.76.252.121:9000
358.62ms,辽宁卫视,http://144.255.32.146:8288/udp/239.21.1.164:5002
358.62ms,湖南都市,http://58.46.68.236:8188/udp/239.76.245.117:1234
358.65ms,金鹰卡通,http://223.198.242.180:4000/rtp/239.253.64.148:5140
358.71ms,CCTV1-综合,http://13937899.xyz:35455/gaoma/cctv1.m3u8
358.73ms,深圳卫视,http://111.43.126.240:9003/hls/51/index.m3u8
358.74ms,家庭影院,http://220.176.218.76:9000/rtp/239.252.220.86:5140
358.77ms,东方卫视,http://223.198.242.180:4000/rtp/239.253.64.201:5140
358.78ms,青海卫视,http://btjg.net:809/hls/62/index.m3u8
358.94ms,CHC动作电影,http://218.15.183.23:9901/tsfile/live/23039_1.m3u8
358.96ms,山东卫视,http://60.2.190.206:4000/udp/239.253.92.207:8109
359.07ms,金鹰纪实,http://223.198.242.180:4000/rtp/239.253.64.168:5140
359.07ms,广东珠江,https://live.catvod.com/live.php?id=zhujiang
359.09ms,北京卫视,http://221.13.235.234:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
359.13ms,CCTV6,http://221.13.235.234:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
359.18ms,CCTV风云剧场,http://60.2.190.206:4000/udp/239.253.93.251:6429
359.19ms,CCTV10-科教,http://58.57.40.22:9901/tsfile/live/1010_1.m3u8
359.22ms,CCTV4K,http://220.169.100.41:10087/udp/239.76.254.64:9000
359.24ms,CCTV1-综合,http://218.3.138.25:1111/tsfile/live/1000_1.m3u8
359.31ms,CCTV5+体育赛事,http://111.43.126.240:9003/hls/18/index.m3u8
359.44ms,山东卫视,http://153.0.171.163:9901/tsfile/live/0131_1.m3u8?key=txiptv&playlive=1&authid=0
359.51ms,吉林卫视,http://153.0.171.163:9901/tsfile/live/0116_1.m3u8?key=txiptv&playlive=1&authid=0
359.55ms,安徽:郎溪新闻频道,http://114.107.44.80:8188/rtp/238.1.78.214:7584
359.60ms,CCTV4-中文国际,http://60.2.190.206:4000/udp/239.253.92.251:6141
359.65ms,CCTV17-农业农村,http://60.2.190.206:4000/udp/239.253.93.150:6318
359.68ms,CCTV5-体育,http://60.2.190.206:4000/udp/239.253.92.181:6046
359.71ms,内蒙古卫视,http://cssbyd.imwork.net:8082/hls/44/index.m3u8
359.80ms,四川卫视,http://111.43.126.240:9003/hls/50/index.m3u8
359.97ms,嘉佳卡通,http://223.198.242.180:4000/rtp/239.253.64.127:5140
359.97ms,CCTV兵器科技,http://60.2.190.206:4000/udp/239.253.93.47:6435
360.00ms,CHC动作电影,http://58.46.68.236:8188/udp/239.76.252.243:9000
360.10ms,湖南卫视,http://223.198.242.180:4000/rtp/239.253.64.114:5140
360.10ms,天元围棋,http://58.46.68.236:8188/udp/239.76.253.2:9000
360.13ms,CHC家庭影院,http://58.46.68.236:8188/udp/239.76.245.241:1234
360.14ms,CCTV风云足球,http://27.191.202.133:19999/rtp/239.254.201.222:7251
360.14ms,求索纪录,http://60.2.190.206:4000/udp/239.253.93.236:6414
360.17ms,CCTV9-纪录,http://39.152.103.17:8089/tsfile/live/1008_1.m3u8
360.24ms,北京卫视,http://153.0.171.163:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
360.49ms,重庆卫视,http://60.2.190.206:4000/udp/239.253.92.10:6053
360.53ms,浙江卫视,http://itms4.sdlk.vip:6721/hls/248/index.m3u8
360.64ms,CCTV8-电视剧,http://218.3.138.25:1111/tsfile/live/1007_1.m3u8?key=txiptv&playlive=1&authid=0
360.68ms,湖南卫视,http://58.46.68.236:8188/udp/239.76.246.100:1234
360.82ms,天津卫视,http://60.2.190.206:4000/udp/239.253.92.91:8021
360.93ms,安徽:阜阳教育频道,http://114.107.44.80:8188/rtp/238.1.78.126:6880
360.97ms,相声小品,http://221.13.234.7:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
361.07ms,CETV-1,http://58.46.68.236:8188/udp/239.76.245.192:1234
361.09ms,贵州卫视,http://60.16.0.216:5757/hls/37/index.m3u8
361.12ms,CCTV9,http://221.13.234.7:9901/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0
361.18ms,CCTV女性时尚,http://220.176.218.76:9000/udp/239.252.219.94:5140
361.28ms,东方卫视,http://221.13.234.7:9901/tsfile/live/0107_1.m3u8?key=txiptv&playlive=1&authid=0
361.28ms,广东卫视,http://111.229.155.66:7722/timetv.php?type=gdtv&channel=gdws
361.31ms,安徽:安庆新闻综合,http://114.107.44.80:8188/rtp/238.1.78.117:6808
361.31ms,动漫秀场,http://60.2.190.206:4000/udp/239.253.93.225:6403
361.47ms,东方卫视,http://61.136.172.236:9901/tsfile/live/0107_1.m3u8
361.55ms,东南卫视,http://58.46.68.236:8188/udp/239.76.245.190:1234
361.59ms,CCTV8-电视剧,http://39.152.103.17:8089/tsfile/live/1007_1.m3u8
361.64ms,天津卫视,http://153.0.171.163:9901/tsfile/live/0135_1.m3u8?key=txiptv&playlive=1&authid=0
361.79ms,东方卫视,http://111.113.88.146:2000/rtp/239.121.4.109:8636
361.87ms,CCTV4-中文国际,http://182.91.124.60:8801/tsfile/live/1040_1.m3u8?key=txiptv&playlive=0&authid=0
361.90ms,吉林卫视,http://58.57.40.22:9901/tsfile/live/1050_1.m3u8
361.97ms,北京卫视,http://home.yulei.online:9999/rtp/226.0.2.177:9328
361.98ms,CCTV8-电视剧,http://124.165.251.82:85/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
362.03ms,湖南:益阳公共频道,http://58.46.68.236:8188/udp/239.76.248.16:1234
362.17ms,山东卫视,http://223.198.242.180:4000/rtp/239.253.64.208:5140
362.21ms,贵州卫视,http://112.27.235.94:8000/hls/46/index.m3u8
362.24ms,海南卫视,http://27.41.245.32:801/hls/36/index.m3u8
362.29ms,CCTV8-电视剧,http://112.123.243.37:50085/tsfile/live/0009_1.m3u8
362.29ms,海南卫视,http://60.2.190.206:4000/udp/239.253.93.155:6323
362.34ms,浙江卫视,http://111.43.126.240:9003/hls/40/index.m3u8
362.35ms,小九老乐,https://vd3.bdstatic.com/mda-maqs355itqp221rx/v2-hknm/hd/mda-maqs355itqp221rx.mp4?pd=19&vt=1
362.39ms,安徽卫视,http://221.13.235.234:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
362.39ms,哈尔滨生活,http://111.43.126.240:9003/hls/3/index.m3u8
362.52ms,CCTV5-体育,http://home.yulei.online:9999/udp/226.0.2.22:8088
362.61ms,安徽:影视频道,http://114.107.44.80:8188/rtp/238.1.79.42:4448
362.68ms,四川卫视,http://home.yulei.online:9999/rtp/226.0.2.179:9344
362.76ms,北京卫视,http://39.152.103.17:8089/tsfile/live/1034_1.m3u8
362.81ms,重庆卫视,http://39.152.103.17:8089/tsfile/live/1048_1.m3u8
362.97ms,CCTV17-农业农村,https://api.olelive.com/dis/live/CCTV17HD/hls.m3u8
362.99ms,河北卫视,http://218.92.37.174:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
363.00ms,上海乐游纪实,http://114.107.44.80:8188/rtp/238.1.78.151:7080
363.02ms,CCTV5-体育,http://111.43.126.240:9003/hls/17/index.m3u8
363.07ms,CCTV14-少儿,http://39.152.103.17:8089/tsfile/live/1013_1.m3u8
363.10ms,兵团卫视,http://113.26.202.52:1299/tsfile/live/0115_1.m3u8?key=txiptv&playlive=1&authid=0
363.18ms,CCTV9-纪录,http://111.43.126.240:9003/hls/22/index.m3u8
363.18ms,HakkaTV,http://37.27.111.214:8080/live/1/hls.m3u8
363.19ms,广东卫视,http://home.yulei.online:9999/rtp/226.0.2.146:9080
363.24ms,CCTV7-国防军事,http://112.123.243.37:50085/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
363.27ms,北京卫视,http://113.26.202.52:1299/tsfile/live/0122_1.m3u8
363.28ms,安徽卫视,http://home.yulei.online:9999/rtp/226.0.2.145:9072
363.50ms,辽宁卫视,http://58.46.68.236:8188/udp/239.76.252.197:9000
363.50ms,CCTV5+体育赛事,http://www.px663.cn:35455/gaoma/cctv5p.m3u8
363.50ms,西藏卫视,http://218.13.170.98:9901/tsfile/live/0111_1.m3u8
363.51ms,安徽卫视,http://114.254.37.254:18888/rtp/239.3.1.211:8064
363.63ms,CCTV12-社会与法,http://www.cdnstv.com:6398/hls/12/index.m3u8
363.81ms,哈尔滨影视,http://stream.hrbtv.net/yspd/sd/live.m3u8
363.86ms,湖南卫视,http://218.92.37.174:9901/tsfile/live/0128_1.m3u8?key=txiptv&playlive=1&authid=0
363.86ms,西藏卫视,http://btjg.net:809/hls/140/index.m3u8
363.89ms,安徽:农业科教,http://114.107.44.80:8188/rtp/238.1.79.40:4432
364.00ms,安徽:无为新闻频道,http://114.107.44.80:8188/rtp/238.1.78.188:7376
364.01ms,湖南公共,http://58.46.68.236:8188/udp/239.76.252.123:9000
364.02ms,魅力足球,http://58.46.68.236:8188/udp/239.76.254.72:9000
364.05ms,CCTV8-电视剧,http://111.221.137.234:44330/tsfile/live/0008_1.m3u8?key=txiptv&playlive=0&authid=0
364.05ms,CCTV16-奥林匹克,http://111.43.126.240:9003/hls/86/index.m3u8
364.06ms,安徽:马鞍山新闻综合,http://114.107.44.80:8188/rtp/238.1.79.15:4232
364.08ms,上海法治天地,http://114.107.44.80:8188/rtp/238.1.78.84:6544
364.29ms,安徽卫视,http://58.46.68.236:8188/udp/239.76.252.196:9000
364.31ms,河南卫视,http://220.169.100.41:10087/udp/239.76.253.202:9000
364.40ms,四川卫视,http://btjg.net:809/hls/48/index.m3u8
364.49ms,湖南经视,http://pili-live-snapshot.tv.hntvcloud.com/mg-tv/channel-2.m3u8
364.50ms,CCTV13-新闻,http://8.138.7.223/tv/gzjs.m3u8
364.67ms,西藏卫视,http://27.191.202.133:19999/rtp/239.254.200.88:8164
364.71ms,安徽:寿县新闻综合,http://114.100.195.41:4022/rtp/238.1.78.146:7040
364.77ms,辽宁卫视,http://153.0.171.163:9901/tsfile/live/0121_1.m3u8?key=txiptv&playlive=1&authid=0
364.79ms,东方卫视,http://220.169.100.41:10087/udp/239.76.246.186:1234
364.80ms,北京卫视,http://121.231.100.196:8095/rtp/239.49.8.11:9414
364.81ms,邯郸公共,http://101.23.150.109:9901/tsfile/live/1007_1.m3u8
364.82ms,CETV早期教育,http://58.46.68.236:8188/udp/239.76.254.202:9000
364.82ms,CCTV16-奥林匹克,http://39.152.103.17:8089/tsfile/live/1015_1.m3u8
364.87ms,安徽:宁国新闻综合,http://114.107.44.80:8188/rtp/238.1.78.216:7600
364.91ms,东方卫视,http://39.152.103.17:8089/tsfile/live/1036_1.m3u8
364.93ms,新疆卫视,http://39.152.103.17:8089/tsfile/live/1087_1.m3u8
364.97ms,CCTV15-音乐,http://111.43.126.240:9003/hls/28/index.m3u8
364.99ms,安徽:霍山综合频道,http://114.100.195.41:4022/rtp/238.1.78.220:7632
365.00ms,CCTV17-农业农村,http://111.43.126.240:9003/hls/30/index.m3u8
365.15ms,南京新闻综合,http://121.231.100.196:8095/rtp/239.49.0.25:8192
365.20ms,2007年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzMjNfMF8z_b_B00b069c7899976459ceeaa99353dfefe.mp4
365.21ms,湖北卫视,http://111.43.126.240:9003/hls/54/index.m3u8
365.34ms,湖南卫视,http://121.231.100.196:8095/rtp/239.49.8.142:6000
365.34ms,河北卫视,http://111.113.88.146:2000/rtp/239.121.4.76:8430
365.36ms,北京卫视,http://58.46.68.236:8188/udp/239.76.246.184:1234
365.52ms,CCTV电视指南,http://220.169.100.41:10087/udp/239.76.254.61:9000
365.52ms,湖南都市,http://220.169.100.41:10087/udp/239.76.252.117:9000
365.53ms,CHC影迷电影,http://220.169.100.41:10087/udp/239.76.245.242:1234
365.56ms,安徽卫视,http://153.0.171.163:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
365.57ms,深圳卫视,http://111.113.88.146:2000/rtp/239.121.4.119:8696
365.66ms,CCTV4K,http://220.169.100.41:10087/udp/239.76.254.101:9000
365.78ms,黑龙江卫视,http://39.152.103.17:8089/tsfile/live/1055_1.m3u8
365.90ms,延边卫视,http://111.43.126.240:9003/hls/65/index.m3u8
365.92ms,四川卫视,http://39.152.103.17:8089/tsfile/live/1044_1.m3u8
366.08ms,河南卫视,http://61.136.172.236:9901/tsfile/live/0139_1.m3u8
366.12ms,安徽:潜山综合频道,http://114.100.195.41:4022/rtp/238.1.78.192:7408
366.14ms,东方卫视,http://home.yulei.online:9999/udp/226.0.2.34:8184
366.26ms,山东卫视,http://111.113.88.146:2000/rtp/239.121.4.162:8956
366.29ms,江西卫视,http://111.113.88.146:2000/rtp/239.121.4.111:8648
366.40ms,CHC动作电影,http://111.43.126.240:9003/hls/75/index.m3u8
366.48ms,海南卫视,http://39.152.103.17:8089/tsfile/live/1046_1.m3u8
366.68ms,CCTV11-戏曲,http://58.57.40.22:9901/tsfile/live/1011_1.m3u8
366.76ms,山东卫视,http://220.169.100.41:10087/udp/239.76.246.195:1234
366.77ms,CCTV17-农业农村,http://1.24.39.180:9003/hls/61/index.m3u8
366.79ms,CCTV16-奥林匹克,http://home.yulei.online:9999/rtp/226.0.2.169:9264
366.79ms,海南卫视,http://111.43.126.240:9003/hls/53/index.m3u8
366.87ms,辽宁卫视,http://223.198.242.180:4000/rtp/239.253.64.150:5140
366.93ms,湖南电影,http://58.46.68.236:8188/udp/239.76.245.119:1234
367.01ms,西藏卫视,http://111.43.126.240:9003/hls/58/index.m3u8
367.04ms,CCTV8-电视剧,http://58.57.40.22:9901/tsfile/live/1008_1.m3u8
367.05ms,浙江卫视,http://144.255.32.146:8288/udp/239.21.1.90:5002
367.05ms,CCTV11-戏曲,http://www.px663.cn:35455/gaoma/cctv11.m3u8
367.15ms,青海卫视,http://153.0.171.163:9901/tsfile/live/0140_1.m3u8?key=txiptv&playlive=1&authid=0
367.21ms,哈尔滨影视,http://111.43.126.240:9003/hls/5/index.m3u8
367.28ms,黎城综合,http://111.53.96.67:8081/live/1/index.m3u8
367.31ms,安徽:黟县新闻综合,http://114.107.44.80:8188/rtp/238.1.78.149:7064
367.31ms,菏泽经济生活,http://live.hznet.tv:1935/live/live2/500K/tzwj_video.m3u8
367.33ms,CCTV8-电视剧,http://218.3.138.25:1111/tsfile/live/1007_1.m3u8
367.36ms,山东教育卫视,http://btjg.net:809/hls/112/index.m3u8
367.39ms,CCTV12-社会与法,http://111.43.126.240:9003/hls/25/index.m3u8
367.45ms,东南卫视,http://58.46.68.236:8188/udp/239.76.252.190:9000
367.45ms,安徽:阜阳新闻综合,http://114.107.44.80:8188/rtp/238.1.78.124:6864
367.48ms,梨园频道,http://220.169.100.41:10087/udp/239.76.252.179:9000
367.53ms,CHC家庭影院,http://220.169.100.41:10087/udp/239.76.245.241:1234
367.56ms,CHC影迷电影,http://220.169.100.41:10087/udp/239.76.252.242:9000
367.62ms,CCTV13-新闻,http://111.43.126.240:9003/hls/26/index.m3u8
367.73ms,梨园频道,http://220.169.100.41:10087/udp/239.76.245.179:1234
367.75ms,CCTV9-纪录,http://58.57.40.22:9901/tsfile/live/1009_1.m3u8
367.75ms,湖南公共,http://220.169.100.41:10087/udp/239.76.245.123:1234
367.79ms,安徽:铜陵新闻综合,http://114.100.195.41:4022/rtp/238.1.78.139:6984
367.82ms,贵州卫视,http://220.169.100.41:10087/udp/239.76.245.198:1234
367.95ms,三沙卫视,http://58.46.68.236:8188/udp/239.76.246.74:1234
368.00ms,黑龙江卫视,http://58.46.68.236:8188/udp/239.76.246.200:1234
368.14ms,吉林卫视,http://111.43.126.240:9003/hls/45/index.m3u8
368.22ms,湖南娱乐,http://220.169.100.41:10087/udp/239.76.252.121:9000
368.23ms,北京卫视,http://58.46.68.236:8188/udp/239.76.253.184:9000
368.24ms,安徽卫视,http://123.130.84.106:8154/tsfile/live/0130_1.m3u8
368.26ms,上海游戏风云,http://58.46.68.236:8188/udp/239.76.254.71:9000
368.32ms,CCTV15-音乐,http://39.152.103.17:8089/tsfile/live/1014_1.m3u8
368.34ms,黑龙江卫视,http://27.191.202.133:19999/rtp/239.254.200.49:8016
368.36ms,安徽:金寨综合频道,http://114.107.44.80:8188/rtp/238.1.79.21:4280
368.48ms,湖南经视FHD,http://58.46.68.236:8188/udp/239.76.252.116:9000
368.59ms,CETV-4,http://58.46.68.236:8188/udp/239.76.252.254:9000
368.74ms,CCTV4-中文国际,http://220.169.100.41:10087/udp/239.76.246.96:1234
368.87ms,北京卫视,http://121.231.100.196:8095/rtp/239.49.8.141:6000
368.87ms,TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=j2
368.93ms,CCTV13-新闻,http://58.57.40.22:9901/tsfile/live/1013_1.m3u8
368.94ms,杭州综合,http://live.xmcdn.com/live/1845/64.m3u8
369.19ms,新疆卫视,http://218.92.37.174:9901/tsfile/live/0120_6.m3u8
369.25ms,湖南卫视,http://220.169.100.41:10087/udp/239.76.253.101:9000
369.29ms,CHC动作电影,http://58.46.68.236:8188/udp/239.76.245.243:1234
369.39ms,贵州卫视,http://111.43.126.240:9003/hls/52/index.m3u8
369.40ms,CCTV9-纪录,http://docker.hbwhphb.fun:35455/gaoma/cctv9.m3u8
369.46ms,快乐垂钓,http://58.46.68.236:8188/udp/239.76.246.5:1234
369.50ms,江西卫视,http://220.169.100.41:10087/udp/239.76.245.225:1234
